date,timestamp,hour,doy,DNI,DHI,delta,alpha,b,eot,tc,lst,noon,hra,beam,diffuse,power
02/06/1996,1996-02-06 02:00:00,2,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 00:06:18,1996-02-06 12:00:00,-3.11408335475342,0,0,0
02/06/1996,1996-02-06 03:00:00,3,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 01:06:18,1996-02-06 12:00:00,-2.85228396695427,0,0,0
02/06/1996,1996-02-06 04:00:00,4,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 02:06:18,1996-02-06 12:00:00,-2.59048457915512,0,0,0
02/06/1996,1996-02-06 05:00:00,5,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 03:06:18,1996-02-06 12:00:00,-2.32868519135597,0,0,0
02/06/1996,1996-02-06 06:00:00,6,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 04:06:18,1996-02-06 12:00:00,-2.06688580355682,0,0,0
02/06/1996,1996-02-06 07:00:00,7,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 05:06:18,1996-02-06 12:00:00,-1.80508641575767,0,0,0
02/06/1996,1996-02-06 08:00:00,8,37,0,0,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 06:06:18,1996-02-06 12:00:00,-1.54328702795852,0,0,0
02/06/1996,1996-02-06 09:00:00,9,37,123,6,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 07:06:18,1996-02-06 12:00:00,-1.28148764015937,33.7124152671934,4.9189,3.86313152671934e-05
02/06/1996,1996-02-06 10:00:00,10,37,334,69,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 08:06:18,1996-02-06 12:00:00,-1.01968825236022,168.023852035926,56.56735,0.000224591202035926
02/06/1996,1996-02-06 11:00:00,11,37,673,47,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 09:06:18,1996-02-06 12:00:00,-0.757888864561075,469.594563721815,38.5313833333333,0.000508125947055149
02/06/1996,1996-02-06 12:00:00,12,37,650,160,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 10:06:18,1996-02-06 12:00:00,-0.496089476761925,549.191087370303,131.170666666667,0.000680361754036969
02/06/1996,1996-02-06 13:00:00,13,37,124,207,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 11:06:18,1996-02-06 12:00:00,-0.234290088962776,115.875080698061,169.70205,0.000285577130698061
02/06/1996,1996-02-06 14:00:00,14,37,182,128,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 12:06:18,1996-02-06 12:00:00,0.0275092988363734,174.785615192199,104.936533333333,0.000279722148525533
02/06/1996,1996-02-06 15:00:00,15,37,132,343,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 13:06:18,1996-02-06 12:00:00,0.289308686635523,121.545284025229,281.197116666667,0.000402742400691895
02/06/1996,1996-02-06 16:00:00,16,37,175,308,-0.281196757044143,0.723536933451433,-0.757425078125758,-14.2953331174772,-53.6953331174772,1996-02-06 14:06:18,1996-02-06 12:00:00,0.551108074434672,143.234674501334,252.503533333333,0.000395738207834667
