date,timestamp,hour,doy,DNI,DHI,delta,alpha,b,eot,tc,lst,noon,hra,beam,diffuse,power
01/01/1976,1976-01-01 01:00:00,1,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 00:29:17,1976-01-01 12:00:00,-3.01376988057942,0,0,0
01/01/1976,1976-01-01 02:00:00,2,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 01:29:17,1976-01-01 12:00:00,-2.75197049278027,0,0,0
01/01/1976,1976-01-01 03:00:00,3,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 02:29:17,1976-01-01 12:00:00,-2.49017110498112,0,0,0
01/01/1976,1976-01-01 04:00:00,4,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 03:29:17,1976-01-01 12:00:00,-2.22837171718197,0,0,0
01/01/1976,1976-01-01 05:00:00,5,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 04:29:17,1976-01-01 12:00:00,-1.96657232938282,0,0,0
01/01/1976,1976-01-01 06:00:00,6,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 05:29:17,1976-01-01 12:00:00,-1.70477294158368,0,0,0
01/01/1976,1976-01-01 07:00:00,7,1,0,0,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 06:29:17,1976-01-01 12:00:00,-1.44297355378453,0,0,0
01/01/1976,1976-01-01 08:00:00,8,1,148,24,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 07:29:17,1976-01-01 12:00:00,-1.18117416598538,51.7427861964583,20.7266666666667,7.2469452863125e-05
01/01/1976,1976-01-01 09:00:00,9,1,404,68,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 08:29:17,1976-01-01 12:00:00,-0.919374778186227,225.460297268151,58.7255555555555,0.000284185852823706
01/01/1976,1976-01-01 10:00:00,10,1,610,99,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 09:29:17,1976-01-01 12:00:00,-0.657575390387077,444.382019589394,85.4975,0.000529879519589394
01/01/1976,1976-01-01 11:00:00,11,1,758,96,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 10:29:17,1976-01-01 12:00:00,-0.395776002587928,643.750031045425,82.9066666666667,0.000726656697712092
01/01/1976,1976-01-01 12:00:00,12,1,710,129,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 11:29:17,1976-01-01 12:00:00,-0.133976614788779,647.645762589389,111.405833333333,0.000759051595922723
01/01/1976,1976-01-01 13:00:00,13,1,744,121,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 12:29:17,1976-01-01 12:00:00,0.127822773010371,679.209838452111,104.496944444444,0.000783706782896555
01/01/1976,1976-01-01 14:00:00,14,1,201,231,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 13:29:17,1976-01-01 12:00:00,0.38962216080952,171.139846278758,199.494166666667,0.000370634012945425
01/01/1976,1976-01-01 15:00:00,15,1,162,215,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 14:29:17,1976-01-01 12:00:00,0.65142154860867,118.574802671298,185.676388888889,0.000304251191560187
01/01/1976,1976-01-01 16:00:00,16,1,4,170,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 15:29:17,1976-01-01 12:00:00,0.913220936407819,2.250254840645,146.813888888889,0.000149064143729534
01/01/1976,1976-01-01 17:00:00,17,1,72,80,-0.401628827174173,0.740689168256116,-1.3771365056832,-3.70517832339607,-30.7051783233961,1976-01-01 16:29:17,1976-01-01 12:00:00,1.17502032420697,25.5489412888411,69.0888888888889,9.463783017773e-05
