Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/01  01:00:00,1.01175750616,6.13796652501,0.0,6.10999914663,0.0,0.150132813914,0.150132813914,0.150132813914,0.154019476112,0.0331798974413,0.092942924749,0.40603492295,0.158803470995
 01/01  02:00:00,0.83977355786,6.74493500601,0.0,6.71918441743,0.0,0.165808493098,0.165808493098,0.165808493098,0.0898447275923,0.0193549373138,0.0761857795615,0.373851210082,0.0980844102128
 01/01  03:00:00,0.771677468509,6.6588425229,0.0,6.63339049188,0.0,0.16374877491,0.16374877491,0.16374877491,0.0641747963185,0.013824954979,0.0623264934745,0.369516703299,0.0814417455281
 01/01  04:00:00,0.76439501817,6.73219094378,0.0,6.70709718181,0.0,0.165352285825,0.165352285825,0.165352285825,0.0641747963185,0.013824954979,0.0539764305342,0.364315295158,0.0861072553545
 01/01  05:00:00,0.806702521448,6.5286146215,0.0,6.50446877975,0.0,0.160545481047,0.160545481047,0.160545481047,0.0641747963185,0.013824954979,0.0658228643082,0.350553236121,0.135137188675
 01/01  06:00:00,1.07200779966,6.49879289688,0.0,6.47184807811,0.0,0.159461535661,0.159461535661,0.159461535661,0.0641747963185,0.013824954979,0.080078180578,0.391189237216,0.346635094908
 01/01  07:00:00,1.68277042748,6.15437894323,0.0,6.12324685484,0.0,0.150977501504,0.150977501504,0.150977501504,0.147602041092,0.0317973945638,0.14038354292,0.451980694856,0.743385252541
 01/01  08:00:00,2.12261352222,6.50917747027,0.0,6.47609729388,0.0,0.15927781486,0.15927781486,0.15927781486,0.301621517204,0.0649772920051,0.228567290958,0.480263351619,0.856262255572
 01/01  09:00:00,2.05582329083,6.00725032532,0.0,5.97928294695,0.0,0.147711058614,0.147711058614,0.147711058614,0.2887865675,0.062212303412,0.30112795013,0.40603492295,0.833306488219
 01/01  10:00:00,1.79385571216,5.31015342294,0.0,5.28635092237,0.0,0.129750487362,0.129750487362,0.129750487362,0.147602041092,0.0317973945638,0.375064554145,0.345568553319,0.747428681675
 01/01  11:00:00,1.70060685379,5.81689099138,0.0,5.7925286954,0.0,0.143316244275,0.143316244275,0.143316244275,0.121932141685,0.0262674173776,0.395792849183,0.353695753539,0.642958447734
 01/01  12:00:00,1.58430716255,4.2549594888,0.0,4.23058972889,0.0,0.103784843566,0.103784843566,0.103784843566,0.121932141685,0.0262674173776,0.413608485392,0.353804116208,0.548266158326
 01/01  13:00:00,1.46377821513,3.10949280287,0.0,3.08553355958,0.0,0.0756838412599,0.0756838412599,0.0756838412599,0.121932141685,0.0262674173776,0.399656479991,0.347844169381,0.475750165434
 01/01  14:00:00,1.38160838709,2.63270092278,0.0,2.6079131823,0.0,0.0645285907274,0.0645285907274,0.0645285907274,0.121932141685,0.0262674173776,0.361435815596,0.359872425705,0.430927995997
 01/01  15:00:00,1.33401838342,2.47583708907,0.0,2.44965359204,0.0,0.0609544818887,0.0609544818887,0.0609544818887,0.128349576704,0.0276499030931,0.331767743197,0.380136244918,0.388516433623
 01/01  16:00:00,1.41726036434,2.85891709003,0.0,2.83127812496,0.0,0.0710993802128,0.0710993802128,0.0710993802128,0.160436990796,0.0345623831569,0.339922588697,0.401266965488,0.393328055991
 01/01  17:00:00,1.7467956243,3.62074804852,0.0,3.58805599694,0.0,0.0903706652922,0.0903706652922,0.0903706652922,0.269534103112,0.0580648119413,0.389638662656,0.4746284928,0.447914888497
 01/01  18:00:00,2.36284118609,4.97683173621,0.0,4.9371161183,0.0,0.124099154788,0.124099154788,0.124099154788,0.500563357112,0.107834640941,0.480421867651,0.576597764883,0.556680400714
 01/01  19:00:00,2.77521335799,4.12756353474,0.0,4.08444436077,0.0,0.101039350652,0.101039350652,0.101039350652,0.744427560815,0.160369475696,0.432594020017,0.626011142216,0.664127808596
 01/01  20:00:00,2.76143461758,4.2079770702,0.0,4.16346960362,0.0,0.102726831259,0.102726831259,0.102726831259,0.789349924612,0.170046944353,0.349590650728,0.646166598759,0.68690966787
 01/01  21:00:00,2.5639572164,4.61262665411,0.0,4.5665890801,0.0,0.112905897066,0.112905897066,0.112905897066,0.680252812296,0.146544515569,0.310730298291,0.668380946025,0.628498747153
 01/01  22:00:00,2.33101259212,5.02124071138,0.0,4.97627794455,0.0,0.122990500671,0.122990500671,0.122990500671,0.571155699981,0.123042103946,0.293949140492,0.652776721604,0.55045442542
 01/01  23:00:00,1.90671555359,5.58706394928,0.0,5.54815443675,0.0,0.137033978459,0.137033978459,0.137033978459,0.429971093908,0.0926271950982,0.234174068073,0.564894596568,0.431370621489
 01/01  24:00:00,1.46642400417,6.10454234446,0.0,6.07073070207,0.0,0.149766853328,0.149766853328,0.149766853328,0.295204002519,0.0635947891276,0.151455627092,0.490882893238,0.298875838863
 01/02  01:00:00,1.01542353651,6.9592192335,0.0,6.93125185512,0.0,0.170936707216,0.170936707216,0.170936707216,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148239291123
 01/02  02:00:00,0.844897819635,7.36085703633,0.0,7.33510644775,0.0,0.180439473206,0.180439473206,0.180439473206,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0925247159543
 01/02  03:00:00,0.792198467953,7.81722288207,0.0,7.79177085105,0.0,0.190959929007,0.190959929007,0.190959929007,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0773628293026
 01/02  04:00:00,0.79145075013,8.12356860907,0.0,8.0984748471,0.0,0.198152179358,0.198152179358,0.198152179358,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.081728497954
 01/02  05:00:00,0.837114968257,8.32168540615,0.0,8.2975395644,0.0,0.20258349218,0.20258349218,0.20258349218,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126182779967
 01/02  06:00:00,1.09139345231,8.58440396457,0.0,8.5574591458,0.0,0.208704451095,0.208704451095,0.208704451095,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.320874524723
 01/02  07:00:00,1.68958042522,9.35448631466,0.0,9.32335422627,0.0,0.227491116717,0.227491116717,0.227491116717,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.684307147284
 01/02  08:00:00,2.09570200746,9.26786648651,0.0,9.23478631012,0.0,0.225452711522,0.225452711522,0.225452711522,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.78433720607
 01/02  09:00:00,1.99680472867,8.08130635443,0.0,8.05333897606,0.0,0.196398570961,0.196398570961,0.196398570961,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.758037714613
 01/02  10:00:00,1.71774909587,6.91542202537,0.0,6.8916195248,0.0,0.168067460007,0.168067460007,0.168067460007,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.678036151204
 01/02  11:00:00,1.62378245304,7.25736729588,0.0,7.2330049999,0.0,0.177021122903,0.177021122903,0.177021122903,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.583345397637
 01/02  12:00:00,1.50458714009,5.18866358368,0.0,5.16429382376,0.0,0.126031858642,0.126031858642,0.126031858642,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.498787880301
 01/02  13:00:00,1.40088686724,4.25981057066,0.0,4.23585132738,0.0,0.103515804459,0.103515804459,0.103515804459,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.43283736044
 01/02  14:00:00,1.32971988308,3.82176744692,0.0,3.79697970644,0.0,0.093438387066,0.093438387066,0.093438387066,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.39371772817
 01/02  15:00:00,1.29113736979,3.71128065284,0.0,3.68509715582,0.0,0.0908881740358,0.0908881740358,0.0908881740358,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.35482730002
 01/02  16:00:00,1.37614079343,4.06452796005,0.0,4.03688899498,0.0,0.100536877624,0.100536877624,0.100536877624,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.35982996052
 01/02  17:00:00,1.69213224566,4.55296697523,0.0,4.52027492365,0.0,0.112751050958,0.112751050958,0.112751050958,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.406789043438
 01/02  18:00:00,2.30507325627,6.08787974717,0.0,6.04816412925,0.0,0.151109607863,0.151109607863,0.151109607863,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.50725394803
 01/02  19:00:00,2.69637365546,4.92536528951,0.0,4.88224611554,0.0,0.120658299756,0.120658299756,0.120658299756,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.5999794725
 01/02  20:00:00,2.67088248113,4.86721404522,0.0,4.82270657865,0.0,0.118268188355,0.118268188355,0.118268188355,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.615060928516
 01/02  21:00:00,2.47062130203,5.04243028275,0.0,4.99639270874,0.0,0.122877344583,0.122877344583,0.122877344583,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.560046755592
 01/02  22:00:00,2.24270808659,5.23181777056,0.0,5.18685500373,0.0,0.127687219464,0.127687219464,0.127687219464,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.493060058566
 01/02  23:00:00,1.83316574732,5.60246209867,0.0,5.56355258613,0.0,0.136905677775,0.136905677775,0.136905677775,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.386242327824
 01/02  24:00:00,1.41671453378,5.86512724367,0.0,5.83131560128,0.0,0.143690356372,0.143690356372,0.143690356372,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.270777710763
 01/03  01:00:00,0.995799339472,6.16418291456,0.0,6.13621553619,0.0,0.151088237926,0.151088237926,0.151088237926,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148463563371
 01/03  02:00:00,0.816587109015,6.20691691993,0.0,6.18116633135,0.0,0.15201662499,0.15201662499,0.15201662499,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0926368535507
 01/03  03:00:00,0.754740337375,6.2601411984,0.0,6.23468916738,0.0,0.153422742771,0.153422742771,0.153422742771,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0774418849604
 01/03  04:00:00,0.747106813768,6.26215463463,0.0,6.23706087266,0.0,0.153720016109,0.153720016109,0.153720016109,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0818167248405
 01/03  05:00:00,0.786090512429,6.16381352729,0.0,6.13966768554,0.0,0.151379139392,0.151379139392,0.151379139392,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126362676927
 01/03  06:00:00,1.03130424413,6.03147268536,0.0,6.00452786659,0.0,0.148046417893,0.148046417893,0.148046417893,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.321443349746
 01/03  07:00:00,1.60188289688,5.64444230868,0.0,5.61331022029,0.0,0.138494390235,0.138494390235,0.138494390235,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.685606345433
 01/03  08:00:00,1.99792964532,5.15624462625,0.0,5.12316444985,0.0,0.126162920365,0.126162920365,0.126162920365,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.785854635092
 01/03  09:00:00,1.92865671012,5.16258586443,0.0,5.13461848606,0.0,0.126773726424,0.126773726424,0.126773726424,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.759514540592
 01/03  10:00:00,1.67997808651,5.22454596288,0.0,5.20074346231,0.0,0.128970124632,0.128970124632,0.128970124632,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.679362477223
 01/03  11:00:00,1.59547268588,5.94292904259,0.0,5.91856674662,0.0,0.147572551308,0.147572551308,0.147572551308,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.584484202073
 01/03  12:00:00,1.50843439521,5.20790583229,0.0,5.18353607238,0.0,0.128913985454,0.128913985454,0.128913985454,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.499753008608
 01/03  13:00:00,1.42354762392,5.07373526442,0.0,5.04977602113,0.0,0.125346970852,0.125346970852,0.125346970852,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.433666950728
 01/03  14:00:00,1.3521307274,4.6471337846,0.0,4.62234604412,0.0,0.115105586223,0.115105586223,0.115105586223,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.394461373329
 01/03  15:00:00,1.31316022355,4.53660780082,0.0,4.5104243038,0.0,0.112248467718,0.112248467718,0.112248467718,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.355489860094
 01/03  16:00:00,1.38734248418,4.47876926805,0.0,4.45113030298,0.0,0.111068662985,0.111068662985,0.111068662985,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.360499865917
 01/03  17:00:00,1.69178123596,4.50433361186,0.0,4.47164156028,0.0,0.111635531015,0.111635531015,0.111635531015,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.407553553688
 01/03  18:00:00,2.28714945263,5.32736750379,0.0,5.28765188587,0.0,0.132226607937,0.132226607937,0.132226607937,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.508213144318
 01/03  19:00:00,2.67958691175,4.17418079229,0.0,4.13106161832,0.0,0.10273977986,0.10273977986,0.10273977986,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.60111124868
 01/03  20:00:00,2.6498402995,3.92662857049,0.0,3.88212110392,0.0,0.09607185564,0.09607185564,0.09607185564,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.616215079607
 01/03  21:00:00,2.4485482836,4.06678171256,0.0,4.02074413855,0.0,0.0997531399557,0.0997531399557,0.0997531399557,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.561097941794
 01/03  22:00:00,2.22327231145,4.36377983969,0.0,4.31881707286,0.0,0.107327618636,0.107327618636,0.107327618636,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.493983884261
 01/03  23:00:00,1.81146991556,4.64484678128,0.0,4.60593726874,0.0,0.114504358295,0.114504358295,0.114504358295,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.386947815548
 01/03  24:00:00,1.39615270635,4.97394319411,0.0,4.94013155172,0.0,0.122661391731,0.122661391731,0.122661391731,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.271244847976
 01/04  01:00:00,0.980255568174,5.47998161342,0.0,5.45201423505,0.0,0.135327241582,0.135327241582,0.135327241582,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148680788417
 01/04  02:00:00,0.804118938512,5.63785636638,0.0,5.6121057778,0.0,0.139439883323,0.139439883323,0.139439883323,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0927454247137
 01/04  03:00:00,0.75305897135,6.14113882731,0.0,6.11568679628,0.0,0.151664840686,0.151664840686,0.151664840686,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0775184210207
 01/04  04:00:00,0.755145021213,6.54696039219,0.0,6.52186663022,0.0,0.16167272925,0.16167272925,0.16167272925,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0819022191446
 01/04  05:00:00,0.803641519433,6.84790934382,0.0,6.82376350207,0.0,0.168755854065,0.168755854065,0.168755854065,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126536969258
 01/04  06:00:00,1.06410965131,7.32726737726,0.0,7.30032255849,0.0,0.180301114927,0.180301114927,0.180301114927,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.321994059894
 01/04  07:00:00,1.64330000711,7.26685527009,0.0,7.2357231817,0.0,0.178653794967,0.178653794967,0.178653794967,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.686864050926
 01/04  08:00:00,2.0470611998,7.11365721474,0.0,7.08057703834,0.0,0.173825510614,0.173825510614,0.173825510614,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.787323599323
 01/04  09:00:00,1.97152440784,6.88291619167,0.0,6.8549488133,0.0,0.168211766201,0.168211766201,0.168211766201,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.760944198544
 01/04  10:00:00,1.70229475788,6.1656469137,0.0,6.14184441313,0.0,0.15000283123,0.15000283123,0.15000283123,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.680646441997
 01/04  11:00:00,1.62795235192,7.30770074057,0.0,7.28333844459,0.0,0.178949771707,0.178949771707,0.178949771707,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.585586647721
 01/04  12:00:00,1.52491124721,5.92486371792,0.0,5.90049395801,0.0,0.144456513853,0.144456513853,0.144456513853,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.500687332211
 01/04  13:00:00,1.43153681488,5.43411330412,0.0,5.41015406084,0.0,0.132533063408,0.132533063408,0.132533063408,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.434470049134
 01/04  14:00:00,1.36876644127,5.34807113181,0.0,5.32328339132,0.0,0.131021406019,0.131021406019,0.131021406019,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.395181267406
 01/04  15:00:00,1.3315546085,5.29353458532,0.0,5.2673510883,0.0,0.130001453961,0.130001453961,0.130001453961,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.356131258802
 01/04  16:00:00,1.41628573057,5.65666898843,0.0,5.62903002336,0.0,0.139363399941,0.139363399941,0.139363399941,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.361148375348
 01/04  17:00:00,1.72254066711,5.75655931758,0.0,5.723867266,0.0,0.14165486944,0.14165486944,0.14165486944,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.408293646408
 01/04  18:00:00,2.33418239525,7.21752631284,0.0,7.17781069492,0.0,0.178330895419,0.178330895419,0.178330895419,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.509141799457
 01/04  19:00:00,2.72838099639,6.14778789302,0.0,6.10466871905,0.0,0.150438071923,0.150438071923,0.150438071923,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.602207041265
 01/04  20:00:00,2.70823559422,6.30083194595,0.0,6.25632447938,0.0,0.153349801438,0.153349801438,0.153349801438,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.617332428523
 01/04  21:00:00,2.51079717028,6.59913595534,0.0,6.55309838133,0.0,0.160984380707,0.160984380707,0.160984380707,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.562115587722
 01/04  22:00:00,2.28351423749,6.83476577447,0.0,6.78980300763,0.0,0.166675157566,0.166675157566,0.166675157566,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.494878271373
 01/04  23:00:00,1.87151170865,7.13042655976,0.0,7.09151704722,0.0,0.173863156989,0.173863156989,0.173863156989,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.387630809943
 01/04  24:00:00,1.45718442263,7.51089829697,0.0,7.47708665458,0.0,0.183240884702,0.183240884702,0.183240884702,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.271697071284
 01/05  01:00:00,1.04906735346,8.34369016523,0.0,8.31572278686,0.0,0.203928922599,0.203928922599,0.203928922599,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148890892689
 01/05  02:00:00,0.877434800177,8.68728477724,0.0,8.66153418867,0.0,0.212650772711,0.212650772711,0.212650772711,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0928503969918
 01/05  03:00:00,0.817003937428,8.84707051662,0.0,8.8216184856,0.0,0.215535812964,0.215535812964,0.215535812964,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.07759241482
 01/05  04:00:00,0.811702029316,8.96075736156,0.0,8.93566359959,0.0,0.218147179851,0.218147179851,0.218147179851,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0819847766474
 01/05  05:00:00,0.855217168442,9.05194995246,0.0,9.02780411071,0.0,0.220163069198,0.220163069198,0.220163069198,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126705403133
 01/05  06:00:00,1.10476500715,9.0654518674,0.0,9.03850704863,0.0,0.220424084128,0.220424084128,0.220424084128,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.322526446533
 01/05  07:00:00,1.68248797816,8.91389508139,0.0,8.882762993,0.0,0.216625919162,0.216625919162,0.216625919162,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.688079897784
 01/05  08:00:00,2.11096323622,9.72288719837,0.0,9.68980702198,0.0,0.236307481612,0.236307481612,0.236307481612,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.788743664742
 01/05  09:00:00,2.02050864434,8.87239966889,0.0,8.84443229052,0.0,0.215813936084,0.215813936084,0.215813936084,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.762326265156
 01/05  10:00:00,1.75581956708,8.31857307574,0.0,8.29477057517,0.0,0.202286417131,0.202286417131,0.202286417131,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.681887665297
 01/05  11:00:00,1.67895409071,9.3697564893,0.0,9.34539419332,0.0,0.22888576379,0.22888576379,0.22888576379,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.586652394421
 01/05  12:00:00,1.55975902827,7.33283854887,0.0,7.30846878895,0.0,0.178401073702,0.178401073702,0.178401073702,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.501590553426
 01/05  13:00:00,1.460464306,6.61282720381,0.0,6.58886796053,0.0,0.160684190191,0.160684190191,0.160684190191,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.435246413463
 01/05  14:00:00,1.38524338133,6.0345565015,0.0,6.00976876102,0.0,0.146802374768,0.146802374768,0.146802374768,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.395877238716
 01/05  15:00:00,1.34950409747,6.05251140406,0.0,6.02632790704,0.0,0.147330895036,0.147330895036,0.147330895036,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.356751306692
 01/05  16:00:00,1.43224293164,6.31501086518,0.0,6.28737190011,0.0,0.154693679544,0.154693679544,0.154693679544,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.361775296808
 01/05  17:00:00,1.74014897922,6.46669001686,0.0,6.43399796528,0.0,0.158547725533,0.158547725533,0.158547725533,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.409009102429
 01/05  18:00:00,2.36024841864,8.25107003832,0.0,8.2113544204,0.0,0.203499223739,0.203499223739,0.203499223739,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.510039494525
 01/05  19:00:00,2.74674432377,6.88223111459,0.0,6.83911194062,0.0,0.167742164731,0.167742164731,0.167742164731,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.603266275835
 01/05  20:00:00,2.72378205534,6.92302330456,0.0,6.87851583799,0.0,0.1678161265,0.1678161265,0.1678161265,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.618412564583
 01/05  21:00:00,2.52394743111,7.13946789568,0.0,7.09343032167,0.0,0.173150902867,0.173150902867,0.173150902867,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.563099326393
 01/05  22:00:00,2.29620322846,7.36020970088,0.0,7.31524693405,0.0,0.17849957539,0.17849957539,0.17849957539,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.495742844518
 01/05  23:00:00,1.88694296473,7.77375561529,0.0,7.73484610275,0.0,0.18863419891,0.18863419891,0.18863419891,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.388291024098
 01/05  24:00:00,1.47376623034,8.20946707583,0.0,8.17565543344,0.0,0.199385474821,0.199385474821,0.199385474821,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.272134288875
 01/06  01:00:00,1.05816923653,8.75498931852,0.0,8.72702194015,0.0,0.212827827425,0.212827827425,0.212827827425,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.149093870934
 01/06  02:00:00,0.885026863643,9.05266740985,0.0,9.02691682128,0.0,0.220141430673,0.220141430673,0.220141430673,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0929518024953
 01/06  03:00:00,0.830655702803,9.42037522933,0.0,9.39492319831,0.0,0.229116084139,0.229116084139,0.229116084139,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0776639090215
 01/06  04:00:00,0.825478225965,9.53186038379,0.0,9.50676662182,0.0,0.231843634614,0.231843634614,0.231843634614,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.082064518533
 01/06  05:00:00,0.870259836921,9.66210825738,0.0,9.63796241563,0.0,0.235043135652,0.235043135652,0.235043135652,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126868005158
 01/06  06:00:00,1.11957603338,9.65170997376,0.0,9.62476515499,0.0,0.234721291119,0.234721291119,0.234721291119,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.323040265767
 01/06  07:00:00,1.69576500448,9.4101970149,0.0,9.37906492651,0.0,0.228729344933,0.228729344933,0.228729344933,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.689253498334
 01/06  08:00:00,2.09372945094,8.96000704654,0.0,8.92692687014,0.0,0.217702953468,0.217702953468,0.217702953468,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.79011440761
 01/06  09:00:00,2.00064942122,8.00840244929,0.0,7.98043507092,0.0,0.194620647192,0.194620647192,0.194620647192,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.763660330932
 01/06  10:00:00,1.72592875971,7.04376912521,0.0,7.01996662464,0.0,0.171197489311,0.171197489311,0.171197489311,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.683085785744
 01/06  11:00:00,1.6377910893,7.63669703428,0.0,7.6123347383,0.0,0.186694021402,0.186694021402,0.186694021402,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.587681135403
 01/06  12:00:00,1.52528256947,5.88367245967,0.0,5.85930269976,0.0,0.143052749976,0.143052749976,0.143052749976,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.502462418352
 01/06  13:00:00,1.42879422241,5.25844927708,0.0,5.2344900338,0.0,0.128264703418,0.128264703418,0.128264703418,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.435995816645
 01/06  14:00:00,1.35242162007,4.63215892743,0.0,4.60737118695,0.0,0.113308895654,0.113308895654,0.113308895654,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.396548956565
 01/06  15:00:00,1.3085222649,4.31263979018,0.0,4.28645629316,0.0,0.105750550487,0.105750550487,0.105750550487,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.357349818673
 01/06  16:00:00,1.39101397034,4.59239287743,0.0,4.56475391236,0.0,0.112859570549,0.112859570549,0.112859570549,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.362380444508
 01/06  17:00:00,1.70349436086,4.90161145271,0.0,4.86891940113,0.0,0.121202499726,0.121202499726,0.121202499726,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.40969970987
 01/06  18:00:00,2.31877439373,6.48905345636,0.0,6.44933783844,0.0,0.161158681701,0.161158681701,0.161158681701,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.510906011654
 01/06  19:00:00,2.71222496218,5.40760053829,0.0,5.36448136432,0.0,0.132200356954,0.132200356954,0.132200356954,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.604288722021
 01/06  20:00:00,2.68805178905,5.38360072255,0.0,5.33909325598,0.0,0.131043267136,0.131043267136,0.131043267136,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.619455157656
 01/06  21:00:00,2.48565022786,5.49200032144,0.0,5.44596274743,0.0,0.133904163076,0.133904163076,0.133904163076,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.564048862929
