Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 10/02  05:00:00,0.554669800109,0.440334271279,0.0,0.0,0.0590865059732,0.0224965916377,0.0815830976109,0.0224965916377,0.0564307796917,0.0115745078986,0.0803165119766,0.309689902932,0.419001333139
 10/02  06:00:00,0.76589206574,0.735617000602,0.0,0.0,0.0852804447894,0.0324382631056,0.117718707895,0.0324382631056,0.117202390125,0.0240393680143,0.134040371138,0.357816228567,0.71096888842
 10/02  07:00:00,0.987299729544,0.813801693743,0.0,0.0,0.0454045651999,0.0172497268604,0.0626542920603,0.0172497268604,0.238745624291,0.0489690718787,0.211649190125,0.380206551189,0.787611227861
 10/02  08:00:00,0.992200779833,0.785977747548,0.0,0.0,0.0921798462275,0.03419341428,0.126373260507,0.03419341428,0.212700626542,0.0436269885822,0.272982226561,0.321442677641,0.763835221452
 10/02  09:00:00,0.944950801584,0.716192621441,0.0,0.0,0.145857525816,0.0505350126227,0.196392538439,0.0505350126227,0.104179924499,0.0213683195464,0.334361307064,0.273573712036,0.697347541185
 10/02  10:00:00,0.872554151945,0.639965590211,0.0,0.0,0.0943461597069,0.0346130419386,0.128959201645,0.0346130419386,0.0824757707912,0.0169165857393,0.34911988098,0.280007712789,0.620677304869
 10/02  11:00:00,0.850078270382,0.572850688716,0.0,0.0,0.0651548618427,0.025113846315,0.0902687081577,0.025113846315,0.0824757707912,0.0169165857393,0.365248706228,0.280093499466,0.553556493972
 10/02  12:00:00,0.851112416841,0.520197260497,0.0,0.0,0.07591210461,0.0292515863456,0.105163690956,0.0292515863456,0.0824757707912,0.0169165857393,0.356106137108,0.275375232247,0.501228082817
 10/02  13:00:00,0.845907220755,0.49101345689,0.0,0.0,0.0896990390539,0.0345638236027,0.124262862657,0.0345638236027,0.0824757707912,0.0169165857393,0.322279448206,0.284897553362,0.471388335682
 10/02  14:00:00,0.879737283738,0.461508342604,0.0,0.0,0.120763867969,0.0465277171737,0.167291585142,0.0465277171737,0.0824757707912,0.0169165857393,0.297038680158,0.300939661907,0.440778163381
 10/02  15:00:00,0.931539405074,0.467265829692,0.0,0.0,0.135034173645,0.0520148384518,0.187049012097,0.0520148384518,0.0868166148324,0.0178069352286,0.307123779051,0.317668063866,0.445383317246
 10/02  16:00:00,1.09311650385,0.508941119878,0.0,0.0,0.154369721096,0.0594547713149,0.213824492411,0.0594547713149,0.108520702043,0.0222586690357,0.357691996357,0.375745644,0.483057942856
 10/02  17:00:00,1.28249118842,0.596754590495,0.0,0.0,0.106749249377,0.0410858567183,0.147835106095,0.0410858567183,0.177974007208,0.0365042199465,0.448631948385,0.456470906786,0.565310666994
